-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 03/01/2026 in LST
Location: latitude  29.0862   longitude -110.9592 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 165.48 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
AOD_55                CERES SYN1deg Aerosol Optical Depth 55 (dimensionless) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
IMERG_PRECTOT         MERRA-2 Total Precipitation (mm/day) 
Message(s): 
The IMERG Source Data is not available at the Local Solar Time (LST) standard. 
-END HEADER-
YEAR,MO,DY,RH2M,PRECTOTCORR,AOD_55,ALLSKY_SFC_SW_DWN,IMERG_PRECTOT
1981,4,1,36.71,0.0,-999.0,-999.0,-999.0
1981,4,2,60.41,0.0,-999.0,-999.0,-999.0
1981,4,3,40.14,0.0,-999.0,-999.0,-999.0
1981,4,4,25.11,0.0,-999.0,-999.0,-999.0
1981,4,5,22.23,0.0,-999.0,-999.0,-999.0
1981,4,6,27.19,0.0,-999.0,-999.0,-999.0
1981,4,7,37.0,0.0,-999.0,-999.0,-999.0
1981,4,8,27.78,0.0,-999.0,-999.0,-999.0
1981,4,9,16.73,0.0,-999.0,-999.0,-999.0
1981,4,10,25.47,0.0,-999.0,-999.0,-999.0
1981,4,11,28.54,0.0,-999.0,-999.0,-999.0
1981,4,12,26.32,0.0,-999.0,-999.0,-999.0
1981,4,13,29.73,0.0,-999.0,-999.0,-999.0
1981,4,14,23.42,0.0,-999.0,-999.0,-999.0
1981,4,15,20.49,0.0,-999.0,-999.0,-999.0
1981,4,16,33.42,0.05,-999.0,-999.0,-999.0
1981,4,17,32.76,0.0,-999.0,-999.0,-999.0
1981,4,18,41.79,0.0,-999.0,-999.0,-999.0
1981,4,19,39.86,0.0,-999.0,-999.0,-999.0
1981,4,20,31.53,0.04,-999.0,-999.0,-999.0
1981,4,21,43.84,3.25,-999.0,-999.0,-999.0
1981,4,22,54.05,4.27,-999.0,-999.0,-999.0
1981,4,23,51.07,0.0,-999.0,-999.0,-999.0
1981,4,24,34.76,0.0,-999.0,-999.0,-999.0
1981,4,25,24.3,0.0,-999.0,-999.0,-999.0
1981,4,26,31.05,0.0,-999.0,-999.0,-999.0
1981,4,27,44.97,0.0,-999.0,-999.0,-999.0
1981,4,28,48.35,0.0,-999.0,-999.0,-999.0
1981,4,29,47.03,3.55,-999.0,-999.0,-999.0
1981,4,30,42.25,0.0,-999.0,-999.0,-999.0
1981,5,1,39.33,5.45,-999.0,-999.0,-999.0
1981,5,2,38.87,0.0,-999.0,-999.0,-999.0
1981,5,3,49.02,0.0,-999.0,-999.0,-999.0
1981,5,4,48.2,0.0,-999.0,-999.0,-999.0
1981,5,5,32.67,0.0,-999.0,-999.0,-999.0
1981,5,6,29.9,0.0,-999.0,-999.0,-999.0
1981,5,7,42.23,0.0,-999.0,-999.0,-999.0
1981,5,8,39.55,0.0,-999.0,-999.0,-999.0
1981,5,9,22.32,0.0,-999.0,-999.0,-999.0
1981,5,10,21.85,0.0,-999.0,-999.0,-999.0
1981,5,11,35.14,0.0,-999.0,-999.0,-999.0
1981,5,12,39.59,0.0,-999.0,-999.0,-999.0
1981,5,13,34.53,0.0,-999.0,-999.0,-999.0
1981,5,14,39.67,0.0,-999.0,-999.0,-999.0
1981,5,15,47.4,0.0,-999.0,-999.0,-999.0
1981,5,16,48.44,0.0,-999.0,-999.0,-999.0
1981,5,17,42.02,0.0,-999.0,-999.0,-999.0
1981,5,18,22.34,0.0,-999.0,-999.0,-999.0
1981,5,19,30.56,0.0,-999.0,-999.0,-999.0
1981,5,20,38.59,0.0,-999.0,-999.0,-999.0
1981,5,21,36.78,0.0,-999.0,-999.0,-999.0
1981,5,22,27.35,0.0,-999.0,-999.0,-999.0
1981,5,23,40.34,0.0,-999.0,-999.0,-999.0
1981,5,24,34.83,0.0,-999.0,-999.0,-999.0
1981,5,25,34.42,0.0,-999.0,-999.0,-999.0
1981,5,26,35.42,0.0,-999.0,-999.0,-999.0
1981,5,27,42.51,0.0,-999.0,-999.0,-999.0
1981,5,28,44.36,0.0,-999.0,-999.0,-999.0
1981,5,29,44.9,0.0,-999.0,-999.0,-999.0
1981,5,30,38.88,0.0,-999.0,-999.0,-999.0
1981,5,31,36.01,0.0,-999.0,-999.0,-999.0
1981,6,1,33.41,0.0,-999.0,-999.0,-999.0
1981,6,2,36.15,0.0,-999.0,-999.0,-999.0
1981,6,3,34.09,0.0,-999.0,-999.0,-999.0
1981,6,4,31.7,0.0,-999.0,-999.0,-999.0
1981,6,5,38.94,0.0,-999.0,-999.0,-999.0
1981,6,6,37.1,0.0,-999.0,-999.0,-999.0
1981,6,7,36.72,0.0,-999.0,-999.0,-999.0
1981,6,8,35.73,0.0,-999.0,-999.0,-999.0
1981,6,9,34.33,0.0,-999.0,-999.0,-999.0
1981,6,10,38.68,0.0,-999.0,-999.0,-999.0
1981,6,11,36.5,0.02,-999.0,-999.0,-999.0
1981,6,12,39.45,0.0,-999.0,-999.0,-999.0
1981,6,13,39.47,0.0,-999.0,-999.0,-999.0
1981,6,14,38.26,0.0,-999.0,-999.0,-999.0
1981,6,15,35.29,0.0,-999.0,-999.0,-999.0
1981,6,16,31.57,0.0,-999.0,-999.0,-999.0
1981,6,17,25.02,0.0,-999.0,-999.0,-999.0
1981,6,18,31.72,0.0,-999.0,-999.0,-999.0
1981,6,19,26.16,0.0,-999.0,-999.0,-999.0
1981,6,20,29.43,0.0,-999.0,-999.0,-999.0
1981,6,21,35.44,0.0,-999.0,-999.0,-999.0
1981,6,22,35.04,0.01,-999.0,-999.0,-999.0
1981,6,23,30.56,0.03,-999.0,-999.0,-999.0
1981,6,24,34.84,3.1,-999.0,-999.0,-999.0
1981,6,25,35.78,3.45,-999.0,-999.0,-999.0
1981,6,26,44.04,3.61,-999.0,-999.0,-999.0
1981,6,27,46.71,2.62,-999.0,-999.0,-999.0
1981,6,28,54.67,3.57,-999.0,-999.0,-999.0
1981,6,29,54.39,1.26,-999.0,-999.0,-999.0
1981,6,30,46.7,0.61,-999.0,-999.0,-999.0
1981,7,1,53.19,12.93,-999.0,-999.0,-999.0
1981,7,2,54.05,1.5,-999.0,-999.0,-999.0
1981,7,3,52.0,1.06,-999.0,-999.0,-999.0
1981,7,4,49.68,1.27,-999.0,-999.0,-999.0
1981,7,5,50.28,5.05,-999.0,-999.0,-999.0
1981,7,6,55.52,0.04,-999.0,-999.0,-999.0
1981,7,7,68.08,0.7,-999.0,-999.0,-999.0
1981,7,8,67.58,20.79,-999.0,-999.0,-999.0
1981,7,9,65.66,1.56,-999.0,-999.0,-999.0
1981,7,10,66.12,0.03,-999.0,-999.0,-999.0
1981,7,11,67.17,4.39,-999.0,-999.0,-999.0
1981,7,12,53.03,0.38,-999.0,-999.0,-999.0
1981,7,13,50.78,0.96,-999.0,-999.0,-999.0
1981,7,14,47.27,0.02,-999.0,-999.0,-999.0
1981,7,15,49.57,0.45,-999.0,-999.0,-999.0
1981,7,16,50.53,0.06,-999.0,-999.0,-999.0
1981,7,17,69.44,6.06,-999.0,-999.0,-999.0
1981,7,18,71.08,5.08,-999.0,-999.0,-999.0
1981,7,19,67.3,0.14,-999.0,-999.0,-999.0
1981,7,20,64.53,0.05,-999.0,-999.0,-999.0
1981,7,21,46.84,0.12,-999.0,-999.0,-999.0
1981,7,22,44.07,0.07,-999.0,-999.0,-999.0
1981,7,23,64.14,31.96,-999.0,-999.0,-999.0
1981,7,24,73.69,5.52,-999.0,-999.0,-999.0
1981,7,25,62.63,0.13,-999.0,-999.0,-999.0
1981,7,26,57.29,2.7,-999.0,-999.0,-999.0
1981,7,27,50.7,0.6,-999.0,-999.0,-999.0
1981,7,28,67.35,4.52,-999.0,-999.0,-999.0
1981,7,29,74.77,2.37,-999.0,-999.0,-999.0
1981,7,30,66.57,0.72,-999.0,-999.0,-999.0
1981,7,31,61.65,0.27,-999.0,-999.0,-999.0
1981,8,1,51.62,0.34,-999.0,-999.0,-999.0
1981,8,2,46.36,1.01,-999.0,-999.0,-999.0
1981,8,3,50.44,0.0,-999.0,-999.0,-999.0
1981,8,4,58.59,2.02,-999.0,-999.0,-999.0
1981,8,5,62.96,2.79,-999.0,-999.0,-999.0
1981,8,6,55.82,1.75,-999.0,-999.0,-999.0
1981,8,7,56.48,0.04,-999.0,-999.0,-999.0
1981,8,8,57.61,0.14,-999.0,-999.0,-999.0
1981,8,9,51.79,1.14,-999.0,-999.0,-999.0
1981,8,10,52.32,0.29,-999.0,-999.0,-999.0
1981,8,11,50.64,0.16,-999.0,-999.0,-999.0
1981,8,12,53.95,0.36,-999.0,-999.0,-999.0
1981,8,13,56.97,0.39,-999.0,-999.0,-999.0
1981,8,14,61.4,0.08,-999.0,-999.0,-999.0
1981,8,15,55.13,0.04,-999.0,-999.0,-999.0
1981,8,16,43.1,1.41,-999.0,-999.0,-999.0
1981,8,17,52.14,0.23,-999.0,-999.0,-999.0
1981,8,18,58.73,0.18,-999.0,-999.0,-999.0
1981,8,19,55.88,0.25,-999.0,-999.0,-999.0
1981,8,20,48.46,1.3,-999.0,-999.0,-999.0
1981,8,21,55.87,3.58,-999.0,-999.0,-999.0
1981,8,22,58.78,0.12,-999.0,-999.0,-999.0
1981,8,23,52.54,0.0,-999.0,-999.0,-999.0
1981,8,24,48.07,0.0,-999.0,-999.0,-999.0
1981,8,25,61.18,0.02,-999.0,-999.0,-999.0
1981,8,26,51.44,0.01,-999.0,-999.0,-999.0
1981,8,27,47.44,0.01,-999.0,-999.0,-999.0
1981,8,28,36.36,0.01,-999.0,-999.0,-999.0
1981,8,29,43.45,0.68,-999.0,-999.0,-999.0
1981,8,30,65.63,2.31,-999.0,-999.0,-999.0
1981,8,31,61.72,0.03,-999.0,-999.0,-999.0
1981,9,1,56.69,0.52,-999.0,-999.0,-999.0
1981,9,2,55.64,0.41,-999.0,-999.0,-999.0
1981,9,3,54.19,1.51,-999.0,-999.0,-999.0
1981,9,4,55.05,2.87,-999.0,-999.0,-999.0
1981,9,5,60.38,0.33,-999.0,-999.0,-999.0
1981,9,6,69.66,23.75,-999.0,-999.0,-999.0
1981,9,7,67.47,2.62,-999.0,-999.0,-999.0
1981,9,8,68.82,1.17,-999.0,-999.0,-999.0
1981,9,9,59.76,1.17,-999.0,-999.0,-999.0
1981,9,10,66.27,0.29,-999.0,-999.0,-999.0
1981,9,11,59.32,0.04,-999.0,-999.0,-999.0
1981,9,12,55.24,0.07,-999.0,-999.0,-999.0
1981,9,13,48.97,0.02,-999.0,-999.0,-999.0
1981,9,14,37.07,0.02,-999.0,-999.0,-999.0
1981,9,15,35.95,0.03,-999.0,-999.0,-999.0
1981,9,16,41.84,0.01,-999.0,-999.0,-999.0
1981,9,17,47.67,3.53,-999.0,-999.0,-999.0
1981,9,18,48.59,0.12,-999.0,-999.0,-999.0
1981,9,19,55.49,1.51,-999.0,-999.0,-999.0
1981,9,20,63.71,9.18,-999.0,-999.0,-999.0
1981,9,21,67.78,3.88,-999.0,-999.0,-999.0
1981,9,22,62.84,0.81,-999.0,-999.0,-999.0
1981,9,23,62.23,0.0,-999.0,-999.0,-999.0
1981,9,24,49.75,0.0,-999.0,-999.0,-999.0
1981,9,25,34.56,0.0,-999.0,-999.0,-999.0
1981,9,26,38.75,0.0,-999.0,-999.0,-999.0
1981,9,27,40.83,0.0,-999.0,-999.0,-999.0
1981,9,28,44.02,2.89,-999.0,-999.0,-999.0
1981,9,29,50.52,0.69,-999.0,-999.0,-999.0
1981,9,30,60.66,4.08,-999.0,-999.0,-999.0
1981,10,1,63.78,0.19,-999.0,-999.0,-999.0
1981,10,2,52.07,0.0,-999.0,-999.0,-999.0
1981,10,3,43.67,0.0,-999.0,-999.0,-999.0
1981,10,4,48.0,0.03,-999.0,-999.0,-999.0
1981,10,5,57.65,0.48,-999.0,-999.0,-999.0
1981,10,6,55.02,0.0,-999.0,-999.0,-999.0
1981,10,7,60.42,0.15,-999.0,-999.0,-999.0
1981,10,8,62.37,0.03,-999.0,-999.0,-999.0
1981,10,9,59.51,3.34,-999.0,-999.0,-999.0
1981,10,10,68.85,1.34,-999.0,-999.0,-999.0
1981,10,11,61.88,0.0,-999.0,-999.0,-999.0
1981,10,12,56.47,0.0,-999.0,-999.0,-999.0
1981,10,13,51.55,0.0,-999.0,-999.0,-999.0
1981,10,14,46.01,0.0,-999.0,-999.0,-999.0
1981,10,15,49.61,0.0,-999.0,-999.0,-999.0
1981,10,16,33.51,0.0,-999.0,-999.0,-999.0
1981,10,17,25.27,0.0,-999.0,-999.0,-999.0
1981,10,18,28.73,0.0,-999.0,-999.0,-999.0
1981,10,19,31.22,0.0,-999.0,-999.0,-999.0
1981,10,20,43.94,0.37,-999.0,-999.0,-999.0
1981,10,21,50.24,0.0,-999.0,-999.0,-999.0
1981,10,22,46.84,0.0,-999.0,-999.0,-999.0
1981,10,23,39.56,0.0,-999.0,-999.0,-999.0
1981,10,24,57.9,0.0,-999.0,-999.0,-999.0
1981,10,25,50.5,0.0,-999.0,-999.0,-999.0
1981,10,26,30.41,0.0,-999.0,-999.0,-999.0
1981,10,27,27.32,0.0,-999.0,-999.0,-999.0
1981,10,28,41.67,0.0,-999.0,-999.0,-999.0
1981,10,29,49.74,0.0,-999.0,-999.0,-999.0
1981,10,30,22.47,0.0,-999.0,-999.0,-999.0
1981,10,31,20.76,0.12,-999.0,-999.0,-999.0
1981,11,1,18.46,0.0,-999.0,-999.0,-999.0
1981,11,2,24.08,0.0,-999.0,-999.0,-999.0
1981,11,3,17.73,0.0,-999.0,-999.0,-999.0
1981,11,4,21.94,0.0,-999.0,-999.0,-999.0
1981,11,5,44.76,0.0,-999.0,-999.0,-999.0
1981,11,6,47.09,0.0,-999.0,-999.0,-999.0
1981,11,7,32.63,0.0,-999.0,-999.0,-999.0
1981,11,8,28.13,0.0,-999.0,-999.0,-999.0
1981,11,9,25.85,0.0,-999.0,-999.0,-999.0
1981,11,10,26.58,0.0,-999.0,-999.0,-999.0
1981,11,11,24.52,0.0,-999.0,-999.0,-999.0
1981,11,12,29.03,0.0,-999.0,-999.0,-999.0
1981,11,13,21.23,0.0,-999.0,-999.0,-999.0
1981,11,14,21.37,0.0,-999.0,-999.0,-999.0
1981,11,15,22.37,0.0,-999.0,-999.0,-999.0
1981,11,16,20.95,0.0,-999.0,-999.0,-999.0
1981,11,17,18.12,0.0,-999.0,-999.0,-999.0
1981,11,18,25.52,0.0,-999.0,-999.0,-999.0
1981,11,19,28.17,0.0,-999.0,-999.0,-999.0
1981,11,20,25.27,0.0,-999.0,-999.0,-999.0
1981,11,21,20.64,0.0,-999.0,-999.0,-999.0
1981,11,22,14.46,0.0,-999.0,-999.0,-999.0
1981,11,23,16.17,0.0,-999.0,-999.0,-999.0
1981,11,24,18.42,0.0,-999.0,-999.0,-999.0
1981,11,25,47.77,0.0,-999.0,-999.0,-999.0
1981,11,26,47.26,3.64,-999.0,-999.0,-999.0
1981,11,27,55.57,4.4,-999.0,-999.0,-999.0
1981,11,28,75.08,2.35,-999.0,-999.0,-999.0
1981,11,29,68.51,0.8,-999.0,-999.0,-999.0
1981,11,30,51.44,0.0,-999.0,-999.0,-999.0
1981,12,1,40.41,0.0,-999.0,-999.0,-999.0
1981,12,2,32.8,0.0,-999.0,-999.0,-999.0
1981,12,3,35.02,0.0,-999.0,-999.0,-999.0
1981,12,4,34.56,0.0,-999.0,-999.0,-999.0
1981,12,5,45.95,0.0,-999.0,-999.0,-999.0
1981,12,6,45.76,0.0,-999.0,-999.0,-999.0
1981,12,7,38.87,0.0,-999.0,-999.0,-999.0
1981,12,8,30.71,0.0,-999.0,-999.0,-999.0
1981,12,9,31.01,0.0,-999.0,-999.0,-999.0
1981,12,10,30.37,0.0,-999.0,-999.0,-999.0
1981,12,11,29.35,0.0,-999.0,-999.0,-999.0
1981,12,12,34.95,0.0,-999.0,-999.0,-999.0
1981,12,13,34.87,0.0,-999.0,-999.0,-999.0
1981,12,14,25.53,0.0,-999.0,-999.0,-999.0
1981,12,15,29.89,0.0,-999.0,-999.0,-999.0
1981,12,16,27.57,0.0,-999.0,-999.0,-999.0
1981,12,17,31.18,0.0,-999.0,-999.0,-999.0
1981,12,18,28.69,0.0,-999.0,-999.0,-999.0
1981,12,19,29.91,0.0,-999.0,-999.0,-999.0
1981,12,20,27.92,0.0,-999.0,-999.0,-999.0
1981,12,21,35.51,0.0,-999.0,-999.0,-999.0
1981,12,22,30.94,0.0,-999.0,-999.0,-999.0
1981,12,23,21.74,0.0,-999.0,-999.0,-999.0
1981,12,24,20.14,0.0,-999.0,-999.0,-999.0
1981,12,25,22.25,0.0,-999.0,-999.0,-999.0
1981,12,26,23.69,0.0,-999.0,-999.0,-999.0
1981,12,27,42.32,0.0,-999.0,-999.0,-999.0
1981,12,28,51.85,0.0,-999.0,-999.0,-999.0
1981,12,29,38.76,0.0,-999.0,-999.0,-999.0
1981,12,30,48.46,0.0,-999.0,-999.0,-999.0
1981,12,31,61.76,0.0,-999.0,-999.0,-999.0
1982,1,1,77.31,0.03,-999.0,-999.0,-999.0
1982,1,2,70.73,0.1,-999.0,-999.0,-999.0
1982,1,3,47.63,0.0,-999.0,-999.0,-999.0
1982,1,4,21.29,0.0,-999.0,-999.0,-999.0
1982,1,5,33.38,0.0,-999.0,-999.0,-999.0
1982,1,6,67.36,0.0,-999.0,-999.0,-999.0
1982,1,7,57.33,0.0,-999.0,-999.0,-999.0
1982,1,8,33.74,0.01,-999.0,-999.0,-999.0
1982,1,9,34.75,1.0,-999.0,-999.0,-999.0
1982,1,10,48.38,8.04,-999.0,-999.0,-999.0
1982,1,11,66.55,4.16,-999.0,-999.0,-999.0
1982,1,12,74.57,0.0,-999.0,-999.0,-999.0
1982,1,13,51.43,0.0,-999.0,-999.0,-999.0
1982,1,14,31.41,0.0,-999.0,-999.0,-999.0
1982,1,15,41.06,0.0,-999.0,-999.0,-999.0
1982,1,16,40.2,0.0,-999.0,-999.0,-999.0
1982,1,17,33.51,0.0,-999.0,-999.0,-999.0
1982,1,18,43.32,0.02,-999.0,-999.0,-999.0
1982,1,19,57.39,0.16,-999.0,-999.0,-999.0
1982,1,20,63.73,0.0,-999.0,-999.0,-999.0
1982,1,21,69.85,0.01,-999.0,-999.0,-999.0
1982,1,22,54.33,0.0,-999.0,-999.0,-999.0
1982,1,23,31.93,0.0,-999.0,-999.0,-999.0
1982,1,24,30.79,0.0,-999.0,-999.0,-999.0
1982,1,25,32.09,0.0,-999.0,-999.0,-999.0
1982,1,26,29.08,0.0,-999.0,-999.0,-999.0
1982,1,27,40.24,0.0,-999.0,-999.0,-999.0
1982,1,28,45.7,0.0,-999.0,-999.0,-999.0
1982,1,29,58.38,0.02,-999.0,-999.0,-999.0
1982,1,30,39.46,0.0,-999.0,-999.0,-999.0
1982,1,31,25.96,0.0,-999.0,-999.0,-999.0
1982,2,1,29.14,0.0,-999.0,-999.0,-999.0
1982,2,2,22.83,0.0,-999.0,-999.0,-999.0
1982,2,3,25.54,0.0,-999.0,-999.0,-999.0
1982,2,4,42.13,0.0,-999.0,-999.0,-999.0
1982,2,5,61.67,0.0,-999.0,-999.0,-999.0
1982,2,6,52.81,0.0,-999.0,-999.0,-999.0
1982,2,7,46.0,0.0,-999.0,-999.0,-999.0
1982,2,8,52.43,0.0,-999.0,-999.0,-999.0
1982,2,9,51.32,0.01,-999.0,-999.0,-999.0
1982,2,10,57.85,0.0,-999.0,-999.0,-999.0
1982,2,11,65.86,0.0,-999.0,-999.0,-999.0
1982,2,12,50.63,0.0,-999.0,-999.0,-999.0
1982,2,13,28.94,0.0,-999.0,-999.0,-999.0
1982,2,14,34.63,0.0,-999.0,-999.0,-999.0
1982,2,15,40.13,0.0,-999.0,-999.0,-999.0
1982,2,16,35.17,0.0,-999.0,-999.0,-999.0
1982,2,17,32.97,0.0,-999.0,-999.0,-999.0
1982,2,18,30.35,0.0,-999.0,-999.0,-999.0
1982,2,19,30.61,0.01,-999.0,-999.0,-999.0
1982,2,20,30.95,0.0,-999.0,-999.0,-999.0
1982,2,21,31.68,0.0,-999.0,-999.0,-999.0
1982,2,22,43.16,0.0,-999.0,-999.0,-999.0
1982,2,23,40.72,0.08,-999.0,-999.0,-999.0
1982,2,24,46.56,0.03,-999.0,-999.0,-999.0
1982,2,25,52.2,0.0,-999.0,-999.0,-999.0
1982,2,26,37.52,0.0,-999.0,-999.0,-999.0
1982,2,27,29.75,0.0,-999.0,-999.0,-999.0
1982,2,28,30.82,0.0,-999.0,-999.0,-999.0
1982,3,1,19.69,0.0,-999.0,-999.0,-999.0
1982,3,2,33.17,0.0,-999.0,-999.0,-999.0
1982,3,3,36.74,0.0,-999.0,-999.0,-999.0
1982,3,4,28.37,0.0,-999.0,-999.0,-999.0
1982,3,5,27.65,0.0,-999.0,-999.0,-999.0
1982,3,6,11.48,0.0,-999.0,-999.0,-999.0
1982,3,7,14.25,0.0,-999.0,-999.0,-999.0
1982,3,8,10.24,0.0,-999.0,-999.0,-999.0
1982,3,9,16.75,0.0,-999.0,-999.0,-999.0
1982,3,10,21.79,0.0,-999.0,-999.0,-999.0
1982,3,11,25.34,0.0,-999.0,-999.0,-999.0
